ServiceID,ResponseTime(ms),Availability(%),ReliabilityScore,Usability(%),Credibility(%),Certification,CostSatisfaction(%),Prestige(1-5),Security(%),TrustIndex
S13,845,97.57,0.855,83.49,79.78,1,73.59,3,82.69,0.2912
S13,871,99.99,0.809,98.1,70.59,0,71.75,1,74.4,0.2057
S13,724,97.85,0.89,78.13,79.11,1,75.0,3,91.11,0.4421
S13,145,97.25,1.0,97.34,73.16,1,79.5,2,98.89,0.8624
S13,603,99.07,0.963,99.13,96.95,1,68.7,3,74.91,0.6145
S13,373,98.83,0.914,97.67,96.97,1,84.02,3,78.54,0.6959
S13,654,100.0,0.838,89.95,90.41,1,51.62,1,94.29,0.4828
S13,307,99.41,0.824,65.05,99.78,0,86.33,3,93.48,0.6167
S13,960,98.29,0.968,84.1,87.4,1,76.68,5,72.03,0.3806
S13,714,99.03,0.958,90.14,76.01,1,57.75,3,81.52,0.5007
S13,223,99.45,0.892,98.2,96.54,1,79.3,5,97.14,0.8727
S13,109,98.54,0.884,91.12,76.25,1,53.21,3,84.97,0.6369
S13,428,97.82,0.95,81.56,78.01,0,82.62,2,74.78,0.5025
S13,286,97.63,0.907,68.21,89.76,0,78.16,5,82.23,0.6197
S13,642,97.89,0.881,78.28,73.89,1,99.39,5,99.53,0.6352
S13,767,99.54,0.85,85.53,88.29,1,58.17,2,79.09,0.3441
S13,159,98.14,0.825,72.98,79.08,1,94.61,1,73.18,0.7306
S13,860,97.86,0.919,78.26,88.78,1,71.34,1,80.63,0.3418
S13,998,99.42,0.965,60.69,93.94,1,55.22,2,70.69,0.2037
S13,985,97.1,0.949,95.16,81.83,1,88.33,3,84.92,0.3639
S13,881,98.78,0.939,61.39,79.93,1,98.82,3,93.31,0.4529
S13,541,99.62,0.986,76.37,79.92,0,88.81,4,88.22,0.5359
S13,316,98.23,0.879,80.44,80.73,1,81.42,2,81.81,0.7289
S13,101,97.81,0.827,98.9,93.51,0,54.02,2,77.87,0.5899
S13,635,98.48,0.82,97.41,82.92,1,70.86,4,73.64,0.453
S13,817,99.15,0.991,85.85,91.41,1,53.03,5,80.45,0.3548
S13,931,98.55,0.918,83.36,92.19,1,68.58,1,79.13,0.2267
S13,810,97.02,0.962,74.66,85.99,1,75.63,2,85.34,0.3773
S13,455,97.23,0.907,61.64,83.66,1,84.32,2,75.93,0.6016
S13,725,99.16,0.88,70.71,81.35,1,64.22,4,83.55,0.3019
S13,891,98.2,0.84,93.91,89.65,1,96.18,1,88.94,0.4154
S13,766,99.35,0.971,85.93,85.43,1,74.92,4,96.76,0.4717
S13,264,98.95,0.813,92.58,78.75,1,73.42,4,76.79,0.6181
S13,833,98.74,0.98,93.48,85.99,1,56.11,2,80.78,0.337
S13,190,99.7,0.841,62.49,89.74,1,80.78,3,84.02,0.6932
S13,266,97.06,0.802,73.49,86.34,0,68.17,5,89.57,0.586
S13,306,97.47,0.821,87.04,70.45,0,96.71,2,85.02,0.6893
S13,381,98.87,0.977,94.12,99.8,1,94.22,2,73.59,0.7459
S13,164,97.2,0.815,92.06,92.71,1,70.74,1,85.65,0.7178
S13,987,98.93,0.871,76.89,77.3,0,90.04,5,95.25,0.2887
S13,615,99.95,0.85,97.28,92.82,1,76.05,1,77.14,0.4982
S13,256,99.64,0.807,72.03,93.03,1,74.12,1,70.88,0.5415
S13,860,98.77,0.906,75.03,88.02,1,85.25,2,96.43,0.5163
S13,868,99.68,1.0,67.26,88.74,1,90.07,5,77.26,0.4708
S13,846,97.35,0.971,69.08,74.84,1,81.78,5,93.72,0.5155
S13,405,98.36,0.834,60.35,81.16,1,92.46,4,90.2,0.6591
S13,977,98.29,0.977,72.34,87.64,1,58.91,2,74.61,0.21
S13,494,98.01,0.89,72.26,72.33,0,69.32,5,85.36,0.5333
S13,173,97.0,0.855,62.69,99.34,0,67.78,3,79.88,0.5657
S13,286,99.67,0.928,73.62,73.05,0,89.9,2,97.05,0.6799
S13,673,99.33,0.843,72.06,82.11,1,69.42,5,90.08,0.3704
S13,436,98.96,0.976,91.96,97.41,0,60.77,4,88.74,0.6438
S13,775,97.39,0.925,66.25,70.46,0,96.4,1,75.13,0.4767
S13,667,98.13,0.827,89.0,90.5,0,64.91,4,99.06,0.3889
S13,722,99.77,0.914,65.2,81.65,1,94.94,5,73.96,0.5035
S13,829,98.85,0.902,79.85,91.52,1,84.13,1,92.2,0.4243
S13,339,98.81,0.894,89.46,89.92,1,82.61,4,98.49,0.7402
S13,632,99.74,0.873,84.26,87.91,1,65.12,1,83.45,0.494
S13,240,98.68,0.895,85.84,95.96,0,94.25,4,78.41,0.6987
S13,364,98.79,0.917,68.25,70.15,1,89.22,5,88.59,0.6828
S13,238,98.04,0.947,93.1,74.38,1,56.59,3,88.71,0.6358
S13,558,98.11,0.984,98.08,93.6,1,96.37,1,89.56,0.7465
S13,169,99.06,0.809,66.17,89.05,0,70.06,2,88.96,0.6599
S13,484,97.96,0.914,95.53,97.77,1,90.42,2,71.42,0.6584
S13,729,98.68,0.95,75.91,83.17,1,61.04,3,74.09,0.3675
S13,297,97.84,0.823,87.95,86.49,1,53.72,3,84.69,0.6289
S13,304,97.5,0.982,80.27,88.73,0,92.17,2,84.5,0.7067
S13,825,98.36,0.849,91.73,75.29,0,86.74,4,82.1,0.2556
S13,667,97.65,0.967,61.81,74.3,0,54.24,1,93.12,0.32
S13,898,99.7,0.932,72.95,77.61,1,55.62,1,73.39,0.2007
S13,904,97.91,0.912,61.9,81.58,0,73.85,1,85.19,0.2352
S13,786,98.79,0.974,97.67,84.63,1,71.56,5,77.46,0.4494
S13,958,97.79,0.994,66.81,83.93,1,71.03,4,86.23,0.3558
S13,981,97.77,0.999,76.98,93.76,1,96.59,2,86.12,0.4074
S13,739,98.05,0.937,85.66,74.01,1,72.02,5,70.15,0.4183
S13,530,99.75,0.868,78.46,81.06,1,64.05,4,84.81,0.5193
S13,989,98.17,0.975,81.46,98.38,1,79.86,3,78.85,0.4069
S13,424,99.46,0.931,68.16,93.16,1,94.76,3,87.99,0.6977
S13,541,97.59,0.865,62.68,82.84,1,87.96,5,72.48,0.5702
S13,903,97.14,0.986,70.3,87.44,1,99.52,1,98.91,0.5457
S13,387,99.35,0.95,72.69,84.11,1,67.62,2,93.98,0.5913
S13,325,98.63,0.891,76.63,81.52,1,56.54,2,92.79,0.5939
S13,163,98.51,0.891,71.84,73.98,1,97.37,3,87.21,0.8548
S13,659,97.82,0.999,61.43,75.02,1,92.02,4,80.11,0.479
S13,813,97.22,0.875,63.78,78.65,1,69.91,3,89.61,0.434
S13,597,98.45,0.819,86.95,80.96,1,65.87,2,97.61,0.4711
S13,948,99.6,0.908,62.53,77.55,1,85.19,2,97.72,0.3568
S13,159,97.36,0.977,61.85,87.32,0,70.4,4,86.45,0.6668
S13,496,99.79,0.917,92.47,87.94,1,62.74,5,97.51,0.5887
S13,356,97.82,0.959,61.65,71.38,0,50.85,3,89.75,0.5057
S13,676,98.6,0.811,62.75,89.49,1,81.19,5,84.54,0.5044
S13,338,97.2,0.935,81.98,84.03,1,85.9,2,99.16,0.7709
S13,900,98.28,0.816,77.71,86.41,1,95.91,1,83.72,0.4084
S13,137,97.38,0.911,98.58,96.8,1,59.73,2,98.2,0.8462
S13,124,97.14,0.9,97.47,75.5,0,89.31,4,76.75,0.7354
S13,509,99.9,0.989,86.41,82.13,1,51.94,3,80.78,0.5451
S13,560,99.19,0.826,62.87,84.55,1,60.14,5,91.6,0.5592
S13,670,99.16,0.802,80.13,87.72,0,96.37,2,81.83,0.5002
S13,516,97.27,0.827,61.8,90.33,1,63.42,2,78.67,0.4575
S13,456,99.79,0.834,96.32,73.88,1,79.2,2,78.88,0.572
S13,482,98.41,0.85,86.4,92.47,1,79.18,3,74.5,0.6336
S13,908,99.56,0.963,82.96,76.63,1,66.96,1,71.87,0.2572
S13,257,97.04,0.875,77.12,98.54,1,75.41,3,96.97,0.727
S13,668,97.89,0.968,80.39,73.17,1,66.42,3,88.37,0.5315
S13,532,99.99,0.854,76.01,99.6,1,79.1,4,85.03,0.6096
S13,147,98.28,0.972,63.98,97.84,1,59.47,3,90.99,0.7873
S13,427,99.67,0.802,86.44,96.68,1,98.27,2,96.74,0.7055
S13,532,97.98,0.987,99.86,70.91,1,76.27,1,79.89,0.5408
S13,530,98.58,0.949,64.5,76.04,0,71.18,5,85.0,0.4864
S13,155,99.56,0.883,99.77,87.03,0,58.16,3,71.4,0.6609
S13,676,98.82,0.915,95.98,91.64,0,78.43,5,93.4,0.464
S13,367,99.18,0.987,95.77,92.04,0,56.48,4,72.12,0.569
S13,168,97.69,0.917,93.25,71.38,1,85.06,1,82.62,0.8338
S13,827,97.47,0.846,96.94,90.66,0,81.72,4,91.53,0.3928
S13,700,97.69,0.915,69.86,84.89,0,77.4,5,83.21,0.4715
S13,548,98.48,0.974,77.49,79.41,1,69.92,1,84.11,0.5237
S13,892,99.4,0.997,79.19,90.69,0,72.96,1,96.06,0.3369
S13,356,98.06,0.917,62.72,77.52,1,76.38,3,81.63,0.6537
S13,771,98.69,0.831,99.24,89.35,1,61.09,3,99.38,0.4312
S13,589,99.41,0.954,87.58,88.36,0,65.45,2,91.4,0.5136
S13,845,97.72,0.999,78.06,87.73,1,92.58,3,93.41,0.4597
S13,742,99.65,0.895,99.69,85.99,0,53.38,3,74.9,0.3064
S13,148,99.86,0.877,70.89,78.18,1,89.8,3,88.98,0.8041
S13,758,97.12,0.911,73.48,76.03,0,68.82,4,76.9,0.3074
S13,415,97.18,0.833,67.63,81.49,1,69.99,5,76.36,0.5508
S13,512,97.27,0.994,67.46,99.13,1,68.74,5,97.33,0.5856
S13,533,99.33,0.968,67.54,93.63,0,80.0,5,76.62,0.5451
S13,101,97.57,0.823,84.43,81.53,1,72.91,5,90.16,0.7576
S13,940,99.18,0.989,71.77,90.51,0,71.74,1,74.79,0.1605
S13,244,98.32,0.989,98.07,78.42,1,56.01,2,99.89,0.7205
S13,465,99.51,0.863,92.67,76.44,0,97.12,2,71.95,0.5397
S13,519,99.43,0.924,66.45,87.5,1,89.29,4,78.12,0.5946
S13,672,99.88,0.822,93.36,77.68,1,74.04,5,94.53,0.5984
S13,884,97.75,0.817,73.83,86.39,0,57.94,2,91.49,0.1253
S13,660,97.69,0.9,69.11,72.41,0,96.73,2,96.27,0.5404
S13,943,97.09,0.81,91.28,95.05,1,58.89,4,89.04,0.2109
S13,543,98.23,0.975,94.28,81.46,0,57.71,5,88.91,0.4372
S13,533,98.38,0.986,98.42,70.47,0,59.19,3,85.98,0.4626
S13,742,99.89,0.813,76.81,98.75,1,54.6,1,83.72,0.285
S13,654,99.49,0.809,82.48,86.36,0,58.25,5,81.91,0.3643
S13,156,97.5,0.844,84.6,97.48,1,82.16,4,91.04,0.7821
S13,661,99.4,0.986,85.11,75.64,1,60.51,1,78.84,0.4003
S13,277,97.53,0.954,76.09,79.01,0,72.25,1,81.7,0.6373
S13,392,97.23,0.935,66.09,81.5,0,77.38,2,84.5,0.5186
S13,145,99.51,0.955,62.82,75.86,1,84.3,2,76.5,0.7651
S13,269,99.93,0.84,96.24,83.62,1,58.69,3,88.08,0.7209
S13,370,97.26,0.851,74.66,78.44,1,75.91,1,90.04,0.624
S13,516,99.44,0.864,67.23,73.76,1,98.21,4,70.47,0.5253
S13,947,99.58,0.921,99.34,72.44,0,72.36,2,75.66,0.2216
S13,238,97.36,0.922,92.12,77.74,1,81.09,3,82.88,0.7026
S13,346,97.85,0.842,99.25,99.44,1,99.24,4,88.97,0.7459
S13,247,99.2,0.887,71.15,77.69,0,72.3,2,88.14,0.6668
S13,329,99.42,0.938,78.53,95.66,1,73.45,3,72.53,0.7326
S13,891,98.06,0.862,92.35,83.77,0,87.05,5,76.05,0.2778
S13,736,97.48,0.815,82.08,77.57,1,68.03,1,82.41,0.2866
S13,803,98.95,0.839,74.2,94.69,1,58.77,3,96.59,0.4572
S13,473,99.11,0.833,66.34,92.65,1,55.29,2,93.69,0.4279
S13,179,98.51,0.926,82.47,88.52,1,87.22,1,82.85,0.8393
S13,705,97.43,0.814,83.94,78.6,1,74.65,3,97.32,0.4414
S13,837,99.53,0.977,88.83,92.87,0,66.05,4,92.95,0.4745
S13,164,98.94,0.817,91.62,70.58,1,56.0,3,86.63,0.6566
S13,187,99.61,0.92,64.72,78.4,1,96.94,4,73.12,0.7238
S13,187,99.8,0.986,85.12,95.85,0,55.86,4,83.66,0.7069
S13,812,99.42,0.812,91.26,77.02,1,99.36,3,93.22,0.4627
S13,825,99.88,0.877,75.56,88.89,1,80.57,4,73.03,0.3897
S13,303,99.86,0.866,71.02,84.38,1,91.31,3,73.54,0.6813
S13,481,98.86,0.869,79.19,82.87,1,69.62,3,95.88,0.5708
S13,700,99.18,0.92,72.4,90.59,1,60.16,5,79.48,0.4424
S13,575,99.1,0.852,80.39,71.14,1,58.41,5,93.46,0.5182
S13,672,98.86,0.805,72.34,84.94,1,89.66,5,76.77,0.4724
S13,882,97.06,0.992,76.91,83.2,1,67.35,1,86.93,0.264
S13,705,98.07,0.95,96.61,92.52,1,65.37,2,94.09,0.5071
S13,918,97.3,0.827,96.66,82.79,1,77.24,4,72.85,0.3686
S13,638,97.9,0.891,99.69,97.14,1,78.73,1,86.82,0.6123
S13,313,97.21,0.813,79.44,99.78,1,61.64,4,83.95,0.6564
S13,173,99.76,0.806,66.72,96.27,0,94.28,3,83.38,0.6967
S13,160,98.35,0.81,95.56,93.88,1,96.69,2,81.67,0.7436
S13,797,97.57,0.951,83.87,91.51,1,61.69,3,88.67,0.3351
S13,642,98.75,0.889,89.91,86.82,1,82.69,1,89.99,0.5337
S13,318,97.59,0.969,66.5,93.61,1,69.81,1,89.54,0.6889
S13,111,99.41,0.861,72.79,88.09,1,59.59,4,73.57,0.6311
S13,913,97.92,0.955,71.01,98.86,1,70.62,3,80.01,0.3644
S13,514,97.94,0.816,82.39,96.68,0,86.42,5,84.0,0.5213
S13,131,99.61,0.927,99.89,87.29,1,76.04,5,98.8,0.8159
S13,259,98.68,0.872,84.49,82.75,1,71.28,2,90.38,0.668
S13,336,99.66,0.855,82.91,75.91,1,70.18,1,84.47,0.5968
S13,838,98.24,0.963,90.36,77.34,0,72.15,5,89.24,0.39
S13,280,98.03,0.81,73.15,76.56,1,67.24,4,92.47,0.5956
S13,928,98.52,0.99,70.13,96.75,1,52.96,2,86.84,0.3511
S13,657,97.18,0.957,93.52,97.5,0,93.82,5,96.87,0.5732
S13,440,97.46,0.871,98.42,79.6,1,97.8,3,81.64,0.7344
S13,557,97.66,0.998,76.86,91.06,1,86.1,5,92.75,0.6635
S13,179,99.45,0.84,61.65,73.74,1,60.98,4,71.58,0.6253
S13,746,99.2,0.88,67.17,86.84,1,83.42,5,77.19,0.4811
S13,871,97.58,0.977,94.28,78.98,0,93.56,2,84.79,0.4645
S13,919,97.83,0.999,64.87,98.52,1,85.07,5,99.22,0.6156
S13,858,99.83,0.848,90.52,74.08,1,87.96,1,91.99,0.4265
S13,572,97.26,0.949,84.81,74.05,1,65.59,4,70.66,0.4022
S13,770,98.64,0.861,89.07,93.14,1,89.43,1,92.12,0.503
S13,814,98.57,0.953,70.26,79.36,1,58.96,3,75.92,0.3351
S13,211,99.18,0.825,60.73,77.66,0,85.13,1,93.37,0.6609
S13,391,97.78,0.867,61.59,76.29,0,61.42,3,96.41,0.5747
S13,921,99.8,0.815,88.99,77.59,1,80.51,1,93.98,0.3211
S13,730,98.23,0.898,84.54,99.67,1,69.74,2,76.64,0.4467
S13,482,97.86,0.94,93.62,83.61,1,79.53,2,89.68,0.6831
S13,116,98.01,0.876,75.97,77.51,0,63.75,2,99.58,0.6944
S13,592,98.05,0.923,82.22,71.9,1,98.35,3,98.62,0.6693
S13,430,97.6,0.914,91.34,73.63,0,91.51,5,99.94,0.667
S13,838,99.78,0.859,79.87,89.7,1,87.17,3,86.21,0.4949
S13,972,97.52,0.897,99.73,77.81,1,77.99,2,80.38,0.306
S13,585,99.65,0.814,89.72,86.68,1,90.56,4,82.8,0.5819
S13,505,98.21,0.892,87.33,86.58,1,85.16,2,72.7,0.4938
S13,216,97.81,0.892,92.06,80.86,1,66.46,1,90.33,0.666
S13,654,97.6,0.806,91.09,91.4,0,58.17,1,76.9,0.3995
S13,979,98.51,0.903,68.79,71.0,1,72.69,1,94.07,0.236
S13,214,99.01,0.948,68.42,82.51,1,83.35,2,98.54,0.7648
S13,894,99.69,0.89,84.24,83.02,1,70.84,5,80.94,0.2973
S13,648,98.96,0.929,77.44,73.74,0,89.65,1,89.76,0.4519
S13,913,98.45,0.906,94.86,70.46,1,64.43,4,94.74,0.2997
S13,724,97.1,0.957,71.6,86.02,0,69.37,2,77.05,0.3558
S13,646,99.75,0.903,73.23,78.84,1,96.45,3,76.79,0.5109
S13,743,99.71,0.866,66.65,97.97,1,62.3,3,72.48,0.3953
S13,435,98.14,0.966,99.27,91.17,1,58.32,3,78.8,0.5469
S13,435,97.09,0.814,64.64,72.64,1,58.25,3,96.67,0.4681
S13,988,99.2,0.858,99.32,89.66,1,59.46,2,73.16,0.246
S13,839,99.38,0.918,88.26,96.26,0,51.75,1,78.57,0.2374
S13,246,98.63,0.971,63.57,98.71,1,71.43,2,95.62,0.7886
S13,221,98.21,0.814,66.08,79.38,1,77.19,4,94.96,0.6758
S13,180,99.55,0.819,73.08,83.14,0,84.85,4,73.28,0.6473
S13,784,97.58,0.856,70.41,89.36,1,53.01,3,91.7,0.3829
S13,765,98.32,0.869,98.93,97.28,1,76.89,2,81.12,0.4462
S13,761,97.07,0.969,84.53,90.28,1,89.48,3,71.35,0.4903
S13,474,97.49,0.992,62.98,81.53,1,78.72,4,71.5,0.5163
S13,669,99.82,0.803,81.02,72.71,0,62.72,1,79.83,0.2802
S13,162,98.73,0.803,95.89,74.33,1,82.6,2,94.71,0.8009
S13,603,99.42,0.973,76.65,86.43,1,67.92,3,95.72,0.5917
S13,767,98.46,0.827,86.65,77.15,1,80.48,3,96.11,0.4885
S13,548,99.5,0.868,90.93,83.49,1,97.93,1,75.52,0.5437
S13,527,98.62,0.855,67.4,82.22,1,63.03,2,87.39,0.5056
S13,967,97.01,0.856,94.22,87.12,1,84.52,5,72.53,0.2753
S13,526,99.7,0.866,77.95,80.0,1,77.78,5,95.32,0.6211
S13,520,97.45,0.867,62.27,83.82,1,69.54,5,97.51,0.5244
S13,421,98.35,0.924,95.16,87.46,1,50.14,3,92.03,0.5603
S13,779,98.43,0.926,82.57,87.82,0,94.77,3,72.86,0.4582
S13,265,97.14,0.905,67.93,84.04,1,92.28,2,78.35,0.658
S13,696,97.16,0.972,72.7,91.42,1,97.08,2,93.66,0.6147
S13,748,99.29,0.969,82.77,81.71,1,82.49,2,86.54,0.4944
S13,560,97.9,0.843,74.97,93.64,0,76.6,5,74.25,0.401
S13,558,98.23,0.909,69.34,99.54,1,57.63,4,99.82,0.5302
S13,288,98.69,0.957,79.17,92.78,1,73.09,1,86.86,0.6855
S13,563,98.12,0.973,67.4,93.4,1,70.87,1,73.34,0.4732
S13,478,99.33,0.851,69.82,96.17,1,62.58,5,79.28,0.4964
S13,101,99.65,0.899,93.07,73.1,1,91.38,4,98.06,0.8764
S13,717,97.18,0.905,69.14,86.83,0,83.26,3,81.96,0.3617
S13,463,98.91,0.94,87.81,90.16,1,86.48,5,82.37,0.6001
S13,171,97.95,0.866,70.02,97.46,0,84.95,1,91.23,0.7503
S13,526,98.75,0.859,68.5,95.0,1,55.15,4,86.61,0.4964
S13,737,98.45,0.941,70.05,81.67,1,87.53,3,78.32,0.527
S13,269,98.0,0.88,78.73,79.36,1,92.35,2,87.54,0.7601
S13,304,97.28,0.801,65.85,78.89,1,73.36,1,72.55,0.5497
S13,924,98.68,0.988,64.26,77.51,1,91.33,4,74.91,0.3274
S13,436,97.34,0.83,90.27,79.28,0,69.9,1,96.25,0.4911
S13,571,97.47,0.83,60.93,92.02,0,87.06,5,74.55,0.4814
S13,294,99.95,0.964,75.42,73.47,1,83.99,5,90.78,0.6875
S13,769,97.95,0.867,75.84,92.04,1,94.43,3,80.38,0.4402
S13,752,98.75,0.866,95.72,75.83,0,76.2,5,90.84,0.3651
S13,374,97.82,0.924,90.98,88.72,1,58.92,2,83.43,0.6164
S13,106,99.6,0.812,80.43,87.88,1,64.3,4,70.22,0.7295
S13,665,97.85,0.847,79.19,87.78,1,73.41,5,79.7,0.3965
S13,715,98.1,0.811,82.62,79.32,0,73.25,1,90.76,0.3129
S13,953,98.83,0.858,74.31,74.5,0,82.58,3,74.85,0.1737
S13,949,99.61,0.974,88.03,93.76,0,51.23,4,90.47,0.1614
S13,672,99.45,0.982,87.44,77.25,1,74.17,3,95.42,0.5758
S13,698,97.79,0.862,82.99,72.39,1,78.94,5,74.05,0.4009
S13,869,99.49,0.838,62.31,74.76,0,82.04,2,77.0,0.2123
S13,277,99.1,0.827,65.07,73.42,0,86.56,1,85.05,0.5589
S13,341,99.97,0.879,61.57,91.45,1,84.19,2,73.26,0.5749
S13,302,99.81,0.965,88.74,92.36,1,87.5,5,98.0,0.8788
S13,642,98.6,0.971,79.1,80.14,1,92.69,5,99.5,0.6007
S13,900,99.25,0.809,98.2,92.94,0,54.25,4,87.06,0.1862
S13,561,98.71,0.842,98.09,95.15,1,72.08,1,78.9,0.4733
S13,179,98.78,0.841,91.93,84.31,1,59.65,5,79.58,0.611
S13,622,97.3,0.966,77.72,94.81,0,50.36,5,82.59,0.3704
S13,516,97.01,0.891,72.65,85.12,1,67.93,2,95.82,0.6245
S13,865,97.14,0.874,68.04,94.28,1,99.84,2,94.32,0.4953
S13,483,99.9,0.991,69.3,83.23,0,63.33,2,96.99,0.5509
S13,490,97.38,0.985,99.61,71.77,1,73.23,1,97.76,0.5941
S13,995,97.13,0.888,81.21,76.61,1,95.09,1,79.92,0.3237
S13,898,97.93,0.826,60.49,79.11,0,59.0,2,91.45,0.0691
S13,787,98.76,0.834,61.77,83.22,0,57.48,3,76.21,0.2281
S13,225,99.85,0.822,78.35,84.24,1,66.71,2,90.2,0.6787
S13,593,99.1,0.936,77.74,99.27,0,82.46,1,86.8,0.4732
S13,146,97.83,0.911,76.22,84.26,1,80.15,1,79.52,0.7955
S13,817,99.82,0.911,92.94,81.15,0,64.45,3,72.42,0.2421
S13,575,97.11,0.82,88.13,80.82,1,95.23,1,80.73,0.5465
S13,718,99.94,0.959,64.3,96.58,1,54.66,3,81.93,0.3948
S13,563,97.18,0.907,74.51,81.55,1,93.88,5,96.25,0.6915
S13,886,99.26,0.818,83.87,93.55,1,58.67,3,97.59,0.3997
S13,948,97.14,0.949,75.3,77.48,0,76.34,2,98.51,0.3199
S13,222,99.79,0.996,68.33,82.87,1,80.53,1,78.45,0.7045
S13,573,97.33,0.888,85.12,87.22,1,96.78,4,95.97,0.6062
S13,233,97.15,0.823,84.09,86.93,1,64.41,5,93.55,0.7138
S13,718,99.67,0.82,98.98,87.39,1,95.86,2,97.89,0.5503
S13,916,97.29,0.805,82.44,92.24,1,98.4,4,87.9,0.4085
S13,940,99.39,0.954,94.97,85.3,0,97.97,5,71.36,0.3456
S13,661,99.24,0.939,97.97,75.5,0,75.7,1,88.94,0.5478
S13,948,98.8,0.917,77.39,87.43,0,57.97,5,90.25,0.1874
S13,706,98.13,0.953,62.12,78.94,0,76.31,1,85.75,0.4042
S13,879,99.75,1.0,65.74,79.02,1,90.68,3,71.7,0.4061
S13,122,99.61,0.88,80.16,73.86,0,68.06,4,98.18,0.7469
S13,665,98.28,0.941,95.72,97.3,1,88.54,4,73.03,0.6268
S13,985,97.7,0.875,86.17,71.95,1,79.12,4,70.22,0.2897
S13,865,97.82,0.87,68.06,71.13,1,76.88,2,82.83,0.3465
S13,334,97.66,0.97,88.04,91.75,1,69.52,3,79.26,0.6596
S13,158,98.62,0.915,95.77,91.15,0,84.19,5,92.6,0.8453
S13,263,99.61,0.824,61.21,80.52,1,68.5,2,79.57,0.553
S13,870,99.32,0.881,69.71,92.22,1,72.57,2,80.53,0.3875
S13,925,99.39,0.959,66.13,84.63,1,55.68,4,98.78,0.3593
S13,315,98.34,0.988,91.36,91.85,1,88.28,2,76.31,0.7332
S13,282,97.97,0.923,95.66,86.37,0,80.35,2,92.58,0.7064
S13,668,99.27,0.879,82.18,91.97,1,86.41,4,75.54,0.458
S13,756,99.38,0.85,93.93,93.18,1,97.99,4,82.48,0.5163
S13,189,99.09,0.884,86.28,78.51,1,62.77,1,90.7,0.6601
S13,410,97.1,0.913,86.27,81.56,1,85.83,5,91.53,0.7014
S13,656,98.77,0.801,83.19,85.13,1,66.48,2,93.68,0.4616
S13,356,98.04,0.854,62.0,75.72,1,60.1,2,73.44,0.4824
S13,632,97.59,0.934,97.48,99.11,1,76.9,5,79.59,0.5053
S13,632,99.08,0.935,74.23,97.72,1,98.11,1,84.35,0.585
S13,151,97.81,0.931,92.1,93.31,1,97.71,3,76.25,0.7961
S13,437,99.74,0.99,92.4,75.95,1,95.41,1,91.88,0.7805
S13,270,97.89,0.914,98.63,83.59,1,74.77,1,97.59,0.745
S13,166,98.67,0.854,73.07,97.82,0,82.29,3,91.57,0.7176
S13,724,99.48,0.962,99.9,88.37,1,53.41,4,82.38,0.4739
S14,399,98.21,0.878,72.02,81.56,0,58.24,5,83.53,0.4657
S14,771,99.49,0.848,78.05,72.75,1,63.48,1,95.33,0.3078
S14,877,99.17,0.911,88.25,73.0,1,62.44,4,82.36,0.3056
S14,931,99.76,0.858,66.2,90.35,1,94.56,3,88.05,0.3953
S14,331,97.98,0.879,70.65,79.35,1,75.45,5,81.96,0.6848
S14,936,97.32,0.939,89.12,84.9,1,71.42,2,88.12,0.4362
S14,167,98.29,0.999,98.98,92.55,0,54.48,3,94.35,0.773
S14,605,99.36,0.929,89.31,75.48,0,88.92,4,98.13,0.5546
S14,127,98.35,0.855,94.49,72.33,1,50.18,1,99.52,0.6184
S14,727,97.79,0.818,61.5,81.3,1,92.3,2,72.12,0.3663
S14,150,97.08,0.872,83.08,74.87,1,59.05,1,83.1,0.7435
S14,792,97.94,0.804,96.56,85.31,0,74.96,1,82.07,0.3272
S14,359,99.14,0.893,87.3,86.58,1,67.67,2,97.96,0.6886
S14,690,97.44,0.932,87.06,73.32,1,96.59,4,71.24,0.4921
S14,884,98.02,0.902,68.12,93.79,1,98.32,4,81.26,0.4683
S14,719,97.06,0.973,94.45,70.7,1,90.59,3,96.72,0.572
S14,685,99.17,0.899,94.6,80.32,1,80.87,4,96.23,0.5694
S14,786,99.64,0.892,84.56,71.4,1,75.5,4,97.74,0.3952
S14,283,98.71,0.862,77.06,91.21,1,61.72,4,78.83,0.6621
S14,122,97.08,0.968,92.97,96.36,1,79.73,1,75.53,0.8461
S14,885,97.65,0.981,78.6,80.45,1,83.1,1,88.39,0.4227
S14,228,98.32,0.996,92.9,79.85,1,96.78,2,85.83,0.7995
S14,390,98.76,0.996,79.4,90.83,1,80.61,5,90.26,0.6645
S14,931,98.49,0.996,83.19,96.15,1,92.72,2,75.54,0.3338
S14,600,99.75,0.942,89.92,96.61,1,70.77,1,99.06,0.6196
S14,285,99.82,0.913,70.6,87.53,1,76.75,5,77.32,0.7042
S14,578,97.32,0.834,69.87,87.82,1,95.84,2,83.23,0.5884
S14,670,97.42,0.953,86.71,88.58,0,87.36,4,92.16,0.4816
S14,591,98.07,0.947,98.16,85.24,1,96.12,2,98.59,0.7012
S14,612,98.26,0.968,77.84,85.93,0,56.97,3,85.39,0.3427
S14,742,98.76,0.892,95.93,72.84,1,60.18,3,75.7,0.3638
S14,166,99.32,0.978,80.73,99.48,1,64.5,3,88.66,0.7828
S14,904,97.41,0.944,98.96,71.86,1,91.75,1,73.73,0.4586
S14,566,99.41,0.834,91.68,84.41,1,69.72,5,83.45,0.5018
